ZONE,COUNTY,TRIP MODE,QUANTITY
32,Fulton,TOTAL,2369
32,Fulton,WALK,15
33,Fulton,BIKE,2
33,Fulton,DRIVEALONEFREE,421
33,Fulton,KNR_ALLTRN,1
33,Fulton,KNR_PRMTRN,1
33,Fulton,SCHOOL_BUS,46
33,Fulton,SHARED2FREE,197
33,Fulton,SHARED3FREE,155
33,Fulton,TOTAL,828
33,Fulton,WALK,5
34,Fulton,BIKE,2
34,Fulton,DRIVEALONEFREE,681
34,Fulton,KNR_PRMTRN,8
34,Fulton,PNR_ALLTRN,1
34,Fulton,PNR_PRMTRN,3
34,Fulton,SCHOOL_BUS,81
34,Fulton,SHARED2FREE,332
34,Fulton,SHARED3FREE,224
34,Fulton,TOTAL,1341
34,Fulton,WALK,9
35,Fulton,BIKE,2
35,Fulton,DRIVEALONEFREE,688
35,Fulton,KNR_ALLTRN,2
35,Fulton,KNR_PRMTRN,8
35,Fulton,PNR_PRMTRN,5
35,Fulton,SCHOOL_BUS,73
35,Fulton,SHARED2FREE,361
35,Fulton,SHARED3FREE,264
35,Fulton,TOTAL,1409
35,Fulton,WALK,6
36,Fulton,BIKE,4
36,Fulton,DRIVEALONEFREE,702
36,Fulton,KNR_ALLTRN,3
36,Fulton,KNR_PRMTRN,2
36,Fulton,PNR_ALLTRN,1
36,Fulton,PNR_PRMTRN,3
36,Fulton,SCHOOL_BUS,110
36,Fulton,SHARED2FREE,350
36,Fulton,SHARED3FREE,246
36,Fulton,TOTAL,1423
36,Fulton,WALK,2
37,Fulton,BIKE,1
37,Fulton,DRIVEALONEFREE,120
37,Fulton,PNR_PRMTRN,1
37,Fulton,SCHOOL_BUS,10
37,Fulton,SHARED2FREE,56
37,Fulton,SHARED3FREE,29
37,Fulton,TOTAL,217
38,Fulton,BIKE,1
38,Fulton,DRIVEALONEFREE,1274
38,Fulton,KNR_ALLTRN,4
38,Fulton,KNR_PRMTRN,8
38,Fulton,PNR_PRMTRN,8
38,Fulton,SCHOOL_BUS,181
38,Fulton,SHARED2FREE,685
38,Fulton,SHARED3FREE,534
38,Fulton,TOTAL,2715
38,Fulton,WALK,20
39,Fulton,BIKE,13
39,Fulton,DRIVEALONEFREE,2739
39,Fulton,DRIVEALONEPAY,3
39,Fulton,KNR_ALLTRN,1
39,Fulton,KNR_PRMTRN,9
39,Fulton,PNR_ALLTRN,1
39,Fulton,PNR_PRMTRN,4
39,Fulton,SCHOOL_BUS,126
39,Fulton,SHARED2FREE,1249
39,Fulton,SHARED2PAY,2
39,Fulton,SHARED3FREE,769
39,Fulton,TOTAL,5019
39,Fulton,WALK,99
39,Fulton,WALK_ALLTRN,1
39,Fulton,WALK_PRMTRN,3
40,Fulton,BIKE,5
40,Fulton,DRIVEALONEFREE,749
40,Fulton,DRIVEALONEPAY,1
40,Fulton,KNR_ALLTRN,1
40,Fulton,KNR_PRMTRN,2
40,Fulton,PNR_ALLTRN,1
40,Fulton,PNR_PRMTRN,2
40,Fulton,SCHOOL_BUS,64
40,Fulton,SHARED2FREE,361
40,Fulton,SHARED3FREE,254
40,Fulton,TOTAL,1452
40,Fulton,WALK,12
41,Fulton,BIKE,25
41,Fulton,DRIVEALONEFREE,3744
41,Fulton,DRIVEALONEPAY,1
41,Fulton,KNR_ALLTRN,6
41,Fulton,KNR_PRMTRN,9
41,Fulton,PNR_PRMTRN,7
41,Fulton,SCHOOL_BUS,336
41,Fulton,SHARED2FREE,1644
41,Fulton,SHARED3FREE,1020
41,Fulton,TOTAL,7170
41,Fulton,WALK,362
41,Fulton,WALK_ALLTRN,7
41,Fulton,WALK_PRMTRN,9
42,Fulton,BIKE,8
42,Fulton,DRIVEALONEFREE,1216
42,Fulton,DRIVEALONEPAY,3
42,Fulton,KNR_ALLTRN,2
42,Fulton,SCHOOL_BUS,29
42,Fulton,SHARED2FREE,336
42,Fulton,SHARED2PAY,1
42,Fulton,SHARED3FREE,194
42,Fulton,TOTAL,1900
42,Fulton,WALK,108
42,Fulton,WALK_ALLTRN,3
43,Fulton,BIKE,2
43,Fulton,DRIVEALONEFREE,1055
43,Fulton,DRIVEALONEPAY,1
43,Fulton,KNR_ALLTRN,4
43,Fulton,SCHOOL_BUS,9
43,Fulton,SHARED2FREE,333
43,Fulton,SHARED3FREE,222
43,Fulton,TOTAL,1689
43,Fulton,WALK,55
43,Fulton,WALK_ALLTRN,7
43,Fulton,WALK_PRMTRN,1
44,Fulton,BIKE,5
44,Fulton,DRIVEALONEFREE,829
44,Fulton,KNR_ALLTRN,4
44,Fulton,KNR_PRMTRN,1
44,Fulton,SCHOOL_BUS,165
44,Fulton,SHARED2FREE,423
44,Fulton,SHARED3FREE,268
44,Fulton,TOTAL,1732
44,Fulton,WALK,36
44,Fulton,WALK_ALLTRN,1
45,Fulton,BIKE,17
45,Fulton,DRIVEALONEFREE,2624
45,Fulton,DRIVEALONEPAY,2
45,Fulton,KNR_ALLTRN,7
45,Fulton,KNR_PRMTRN,1
45,Fulton,PNR_ALLTRN,1
45,Fulton,PNR_PRMTRN,12
45,Fulton,SCHOOL_BUS,301
45,Fulton,SHARED2FREE,1197
45,Fulton,SHARED3FREE,724
45,Fulton,TOTAL,5051
45,Fulton,WALK,137
45,Fulton,WALK_ALLTRN,27
45,Fulton,WALK_PRMTRN,1
46,Fulton,BIKE,7
46,Fulton,DRIVEALONEFREE,730
46,Fulton,DRIVEALONEPAY,1
46,Fulton,KNR_ALLTRN,4
46,Fulton,PNR_PRMTRN,2
46,Fulton,SCHOOL_BUS,33
46,Fulton,SHARED2FREE,216
46,Fulton,SHARED3FREE,108
46,Fulton,TOTAL,1132
46,Fulton,WALK,25
46,Fulton,WALK_ALLTRN,6
47,Fulton,BIKE,6
47,Fulton,DRIVEALONEFREE,786
47,Fulton,DRIVEALONEPAY,1
47,Fulton,KNR_ALLTRN,2
47,Fulton,PNR_ALLTRN,2
47,Fulton,SHARED2FREE,190
47,Fulton,SHARED3FREE,103
47,Fulton,TOTAL,1132
47,Fulton,WALK,35
47,Fulton,WALK_ALLTRN,7
48,Fulton,BIKE,7
48,Fulton,DRIVEALONEFREE,2014
48,Fulton,DRIVEALONEPAY,1
48,Fulton,KNR_ALLTRN,7
48,Fulton,KNR_PRMTRN,5
48,Fulton,PNR_ALLTRN,1
48,Fulton,PNR_PRMTRN,9
48,Fulton,SCHOOL_BUS,196
48,Fulton,SHARED2FREE,1052
48,Fulton,SHARED3FREE,672
48,Fulton,TOTAL,4018
48,Fulton,WALK,52
48,Fulton,WALK_ALLTRN,2
49,Fulton,BIKE,1
49,Fulton,DRIVEALONEFREE,183
49,Fulton,PNR_PRMTRN,2
49,Fulton,SCHOOL_BUS,19
49,Fulton,SHARED2FREE,91
49,Fulton,SHARED3FREE,51
49,Fulton,TOTAL,349
49,Fulton,WALK,2
50,Fulton,BIKE,3
50,Fulton,DRIVEALONEFREE,747
50,Fulton,DRIVEALONEPAY,2
50,Fulton,KNR_ALLTRN,1
50,Fulton,KNR_PRMTRN,4
50,Fulton,PNR_PRMTRN,2
50,Fulton,SCHOOL_BUS,80
50,Fulton,SHARED2FREE,345
50,Fulton,SHARED3FREE,226
50,Fulton,TOTAL,1435
50,Fulton,WALK,24
50,Fulton,WALK_ALLTRN,1
51,Fulton,DRIVEALONEFREE,217
51,Fulton,KNR_PRMTRN,1
51,Fulton,PNR_ALLTRN,2
51,Fulton,PNR_PRMTRN,1
51,Fulton,SCHOOL_BUS,20
51,Fulton,SHARED2FREE,99
51,Fulton,SHARED3FREE,52
51,Fulton,TOTAL,398
51,Fulton,WALK,6
52,Fulton,BIKE,23
52,Fulton,DRIVEALONEFREE,3670
52,Fulton,DRIVEALONEPAY,1
52,Fulton,KNR_ALLTRN,6
52,Fulton,KNR_PRMTRN,3
52,Fulton,PNR_ALLTRN,3
52,Fulton,PNR_PRMTRN,15
52,Fulton,SCHOOL_BUS,714
52,Fulton,SHARED2FREE,2141
52,Fulton,SHARED3FREE,1706
52,Fulton,TOTAL,8529
52,Fulton,WALK,230
52,Fulton,WALK_ALLTRN,17
53,Fulton,BIKE,36
53,Fulton,DRIVEALONEFREE,4106
53,Fulton,DRIVEALONEPAY,2
53,Fulton,KNR_ALLTRN,12
53,Fulton,KNR_PRMTRN,8
53,Fulton,PNR_PRMTRN,27
53,Fulton,SCHOOL_BUS,306
53,Fulton,SHARED2FREE,1734
53,Fulton,SHARED3FREE,1225
53,Fulton,TOTAL,7806
53,Fulton,WALK,313
53,Fulton,WALK_ALLTRN,36
53,Fulton,WALK_PRMTRN,1
54,Fulton,BIKE,26
54,Fulton,DRIVEALONEFREE,3908
54,Fulton,DRIVEALONEPAY,7
54,Fulton,KNR_ALLTRN,8
54,Fulton,PNR_ALLTRN,1
54,Fulton,SCHOOL_BUS,60
54,Fulton,SHARED2FREE,1562
54,Fulton,SHARED3FREE,1141
54,Fulton,TOTAL,6943
54,Fulton,WALK,193
54,Fulton,WALK_ALLTRN,37
55,Fulton,BIKE,35
55,Fulton,DRIVEALONEFREE,3337
55,Fulton,DRIVEALONEPAY,1
55,Fulton,KNR_ALLTRN,10
55,Fulton,KNR_PRMTRN,3
55,Fulton,PNR_ALLTRN,1
55,Fulton,PNR_PRMTRN,21
55,Fulton,SCHOOL_BUS,195
55,Fulton,SHARED2FREE,1400
55,Fulton,SHARED2PAY,1
55,Fulton,SHARED3FREE,794
55,Fulton,TOTAL,6097
55,Fulton,WALK,268
55,Fulton,WALK_ALLTRN,31
56,Fulton,BIKE,18
56,Fulton,DRIVEALONEFREE,2656
56,Fulton,DRIVEALONEPAY,2
56,Fulton,KNR_ALLTRN,13
56,Fulton,KNR_PRMTRN,4
56,Fulton,PNR_ALLTRN,1
56,Fulton,PNR_PRMTRN,9
56,Fulton,SCHOOL_BUS,187
56,Fulton,SHARED2FREE,964
56,Fulton,SHARED3FREE,716
56,Fulton,TOTAL,4790
56,Fulton,WALK,190
56,Fulton,WALK_ALLTRN,30
57,Fulton,BIKE,7
57,Fulton,DRIVEALONEFREE,1628
57,Fulton,DRIVEALONEPAY,1
57,Fulton,KNR_ALLTRN,2
57,Fulton,PNR_ALLTRN,1
57,Fulton,SCHOOL_BUS,2
57,Fulton,SHARED2FREE,656
57,Fulton,SHARED2PAY,1
57,Fulton,SHARED3FREE,328
57,Fulton,TOTAL,2728
57,Fulton,WALK,90
57,Fulton,WALK_ALLTRN,12
58,Fulton,BIKE,51
58,Fulton,DRIVEALONEFREE,7397
58,Fulton,DRIVEALONEPAY,18
58,Fulton,KNR_ALLTRN,14
58,Fulton,KNR_PRMTRN,5
58,Fulton,PNR_ALLTRN,2
58,Fulton,PNR_PRMTRN,11
58,Fulton,SCHOOL_BUS,121
58,Fulton,SHARED2FREE,1853
58,Fulton,SHARED3FREE,1052
58,Fulton,TOTAL,11004
58,Fulton,WALK,467
58,Fulton,WALK_ALLTRN,13
59,Fulton,BIKE,28
59,Fulton,DRIVEALONEFREE,6546
59,Fulton,DRIVEALONEPAY,7
59,Fulton,KNR_ALLTRN,40
59,Fulton,PNR_ALLTRN,5
59,Fulton,SHARED2FREE,1929
59,Fulton,SHARED2PAY,1
59,Fulton,SHARED3FREE,1199
59,Fulton,TOTAL,10180
59,Fulton,WALK,368
59,Fulton,WALK_ALLTRN,57
60,Fulton,BIKE,6
60,Fulton,DRIVEALONEFREE,1912
60,Fulton,DRIVEALONEPAY,3
60,Fulton,KNR_ALLTRN,1
60,Fulton,PNR_ALLTRN,1
60,Fulton,SCHOOL_BUS,1
60,Fulton,SHARED2FREE,627
60,Fulton,SHARED3FREE,411
60,Fulton,TOTAL,3107
60,Fulton,WALK,133
60,Fulton,WALK_ALLTRN,12
61,Fulton,BIKE,87
61,Fulton,DRIVEALONEFREE,10875
61,Fulton,DRIVEALONEPAY,27
61,Fulton,KNR_ALLTRN,15
61,Fulton,KNR_PRMTRN,8
61,Fulton,PNR_ALLTRN,2
61,Fulton,PNR_PRMTRN,9
61,Fulton,SCHOOL_BUS,401
61,Fulton,SHARED2FREE,2704
61,Fulton,SHARED2PAY,4
61,Fulton,SHARED3FREE,1605
61,Fulton,TOTAL,16536
61,Fulton,WALK,773
61,Fulton,WALK_ALLTRN,26
62,Fulton,BIKE,21
62,Fulton,DRIVEALONEFREE,2542
62,Fulton,KNR_ALLTRN,9
62,Fulton,KNR_PRMTRN,5
62,Fulton,PNR_ALLTRN,2
62,Fulton,PNR_PRMTRN,13
62,Fulton,SCHOOL_BUS,118
62,Fulton,SHARED2FREE,837
62,Fulton,SHARED3FREE,560
62,Fulton,SHARED3PAY,1
62,Fulton,TOTAL,4392
62,Fulton,WALK,236
62,Fulton,WALK_ALLTRN,48
63,Fulton,BIKE,18
63,Fulton,DRIVEALONEFREE,2292
63,Fulton,DRIVEALONEPAY,10
63,Fulton,KNR_ALLTRN,9
63,Fulton,KNR_PRMTRN,4
63,Fulton,PNR_ALLTRN,1
63,Fulton,PNR_PRMTRN,7
63,Fulton,SCHOOL_BUS,66
63,Fulton,SHARED2FREE,465
63,Fulton,SHARED3FREE,235
63,Fulton,TOTAL,3259
63,Fulton,WALK,140
63,Fulton,WALK_ALLTRN,12
64,Fulton,BIKE,9
64,Fulton,DRIVEALONEFREE,941
64,Fulton,DRIVEALONEPAY,1
64,Fulton,KNR_ALLTRN,2
64,Fulton,SCHOOL_BUS,1
64,Fulton,SHARED2FREE,325
64,Fulton,SHARED3FREE,222
64,Fulton,SHARED3PAY,1
64,Fulton,TOTAL,1593
64,Fulton,WALK,85
64,Fulton,WALK_ALLTRN,6
65,Fulton,BIKE,5
65,Fulton,DRIVEALONEFREE,352
65,Fulton,SCHOOL_BUS,4
65,Fulton,SHARED2FREE,130
65,Fulton,SHARED3FREE,39
65,Fulton,TOTAL,550
65,Fulton,WALK,14
65,Fulton,WALK_ALLTRN,6
66,Fulton,BIKE,12
66,Fulton,DRIVEALONEFREE,1101
66,Fulton,DRIVEALONEPAY,4
66,Fulton,KNR_ALLTRN,2
66,Fulton,PNR_ALLTRN,2
66,Fulton,SCHOOL_BUS,2
66,Fulton,SHARED2FREE,379
66,Fulton,SHARED3FREE,202
66,Fulton,TOTAL,1769
66,Fulton,WALK,57
66,Fulton,WALK_ALLTRN,8
67,Fulton,BIKE,13
67,Fulton,DRIVEALONEFREE,2662
67,Fulton,DRIVEALONEPAY,2
67,Fulton,KNR_ALLTRN,14
67,Fulton,PNR_ALLTRN,7
67,Fulton,SHARED2FREE,914
67,Fulton,SHARED3FREE,520
67,Fulton,TOTAL,4319
67,Fulton,WALK,140
67,Fulton,WALK_ALLTRN,47
68,Fulton,BIKE,46
68,Fulton,DRIVEALONEFREE,4640
68,Fulton,DRIVEALONEPAY,6
68,Fulton,KNR_ALLTRN,29
68,Fulton,PNR_ALLTRN,7
68,Fulton,PNR_PRMTRN,2
68,Fulton,SCHOOL_BUS,49
68,Fulton,SHARED2FREE,1770
68,Fulton,SHARED3FREE,1077
68,Fulton,TOTAL,8084
68,Fulton,WALK,332
68,Fulton,WALK_ALLTRN,126
69,Fulton,BIKE,78
69,Fulton,DRIVEALONEFREE,11801
69,Fulton,DRIVEALONEPAY,26
69,Fulton,KNR_ALLTRN,76
69,Fulton,PNR_ALLTRN,27
69,Fulton,PNR_PRMTRN,1
69,Fulton,SCHOOL_BUS,1
69,Fulton,SHARED2FREE,3780
69,Fulton,SHARED2PAY,1
69,Fulton,SHARED3FREE,2170
69,Fulton,SHARED3PAY,4
69,Fulton,TOTAL,18863
69,Fulton,WALK,700
69,Fulton,WALK_ALLTRN,198
70,Fulton,BIKE,26
70,Fulton,DRIVEALONEFREE,5059
70,Fulton,DRIVEALONEPAY,14
70,Fulton,KNR_ALLTRN,35
70,Fulton,KNR_PRMTRN,14
70,Fulton,PNR_ALLTRN,6
70,Fulton,PNR_PRMTRN,4
70,Fulton,SCHOOL_BUS,34
70,Fulton,SHARED2FREE,1347
70,Fulton,SHARED3FREE,756
70,Fulton,TOTAL,7553
70,Fulton,WALK,202
70,Fulton,WALK_ALLTRN,52
70,Fulton,WALK_PRMTRN,4
71,Fulton,BIKE,34
71,Fulton,DRIVEALONEFREE,5126
71,Fulton,DRIVEALONEPAY,6
71,Fulton,KNR_ALLTRN,12
71,Fulton,KNR_PRMTRN,6
71,Fulton,PNR_ALLTRN,1
71,Fulton,PNR_PRMTRN,7
71,Fulton,SCHOOL_BUS,74
