ZONE,COUNTY,TRIP MODE,QUANTITY
8,Fulton,KNR_ALLTRN,4
8,Fulton,KNR_PRMTRN,2
8,Fulton,PNR_PRMTRN,3
8,Fulton,SCHOOL_BUS,99
8,Fulton,SHARED2FREE,473
8,Fulton,SHARED3FREE,331
8,Fulton,TOTAL,1844
8,Fulton,WALK,41
9,Fulton,BIKE,5
9,Fulton,DRIVEALONEFREE,481
9,Fulton,PNR_ALLTRN,1
9,Fulton,PNR_PRMTRN,1
9,Fulton,SCHOOL_BUS,49
9,Fulton,SHARED2FREE,235
9,Fulton,SHARED3FREE,163
9,Fulton,TOTAL,947
9,Fulton,WALK,12
10,Fulton,BIKE,8
10,Fulton,DRIVEALONEFREE,1179
10,Fulton,SCHOOL_BUS,291
10,Fulton,SHARED2FREE,779
10,Fulton,SHARED3FREE,553
10,Fulton,TOTAL,2865
10,Fulton,WALK,55
11,Fulton,BIKE,2
11,Fulton,DRIVEALONEFREE,365
11,Fulton,KNR_PRMTRN,1
11,Fulton,PNR_PRMTRN,2
11,Fulton,SCHOOL_BUS,41
11,Fulton,SHARED2FREE,193
11,Fulton,SHARED3FREE,116
11,Fulton,TOTAL,724
11,Fulton,WALK,4
12,Fulton,BIKE,1
12,Fulton,DRIVEALONEFREE,160
12,Fulton,SCHOOL_BUS,22
12,Fulton,SHARED2FREE,57
12,Fulton,SHARED3FREE,38
12,Fulton,TOTAL,279
12,Fulton,WALK,1
13,Fulton,BIKE,7
13,Fulton,DRIVEALONEFREE,1799
13,Fulton,KNR_ALLTRN,6
13,Fulton,KNR_PRMTRN,11
13,Fulton,PNR_ALLTRN,2
13,Fulton,PNR_PRMTRN,7
13,Fulton,SCHOOL_BUS,333
13,Fulton,SHARED2FREE,1056
13,Fulton,SHARED3FREE,917
13,Fulton,TOTAL,4233
13,Fulton,WALK,95
14,Fulton,BIKE,12
14,Fulton,DRIVEALONEFREE,1957
14,Fulton,PNR_ALLTRN,1
14,Fulton,SCHOOL_BUS,1
14,Fulton,SHARED2FREE,759
14,Fulton,SHARED3FREE,522
14,Fulton,TOTAL,3393
14,Fulton,WALK,141
15,Fulton,BIKE,3
15,Fulton,DRIVEALONEFREE,262
15,Fulton,SCHOOL_BUS,34
15,Fulton,SHARED2FREE,128
15,Fulton,SHARED3FREE,102
15,Fulton,TOTAL,534
15,Fulton,WALK,5
16,Fulton,BIKE,1
16,Fulton,DRIVEALONEFREE,690
16,Fulton,KNR_ALLTRN,2
16,Fulton,KNR_PRMTRN,1
16,Fulton,SCHOOL_BUS,59
16,Fulton,SHARED2FREE,309
16,Fulton,SHARED3FREE,180
16,Fulton,TOTAL,1265
16,Fulton,WALK,23
17,Fulton,BIKE,7
17,Fulton,DRIVEALONEFREE,921
17,Fulton,KNR_ALLTRN,1
17,Fulton,KNR_PRMTRN,6
17,Fulton,PNR_PRMTRN,2
17,Fulton,SCHOOL_BUS,161
17,Fulton,SHARED2FREE,523
17,Fulton,SHARED3FREE,455
17,Fulton,TOTAL,2092
17,Fulton,WALK,16
18,Fulton,BIKE,4
18,Fulton,DRIVEALONEFREE,874
18,Fulton,KNR_PRMTRN,1
18,Fulton,PNR_PRMTRN,2
18,Fulton,SCHOOL_BUS,208
18,Fulton,SHARED2FREE,472
18,Fulton,SHARED3FREE,394
18,Fulton,TOTAL,1973
18,Fulton,WALK,18
19,Fulton,BIKE,1
19,Fulton,DRIVEALONEFREE,596
19,Fulton,KNR_ALLTRN,1
19,Fulton,KNR_PRMTRN,2
19,Fulton,PNR_ALLTRN,1
19,Fulton,PNR_PRMTRN,2
19,Fulton,SCHOOL_BUS,76
19,Fulton,SHARED2FREE,305
19,Fulton,SHARED3FREE,251
19,Fulton,TOTAL,1243
19,Fulton,WALK,8
20,Fulton,BIKE,7
20,Fulton,DRIVEALONEFREE,394
20,Fulton,KNR_ALLTRN,1
20,Fulton,PNR_PRMTRN,1
20,Fulton,SCHOOL_BUS,16
20,Fulton,SHARED2FREE,230
20,Fulton,SHARED3FREE,169
20,Fulton,TOTAL,821
20,Fulton,WALK,3
21,Fulton,BIKE,2
21,Fulton,DRIVEALONEFREE,354
21,Fulton,KNR_ALLTRN,1
21,Fulton,KNR_PRMTRN,2
21,Fulton,PNR_ALLTRN,1
21,Fulton,PNR_PRMTRN,2
21,Fulton,SCHOOL_BUS,53
21,Fulton,SHARED2FREE,242
21,Fulton,SHARED3FREE,139
21,Fulton,TOTAL,801
21,Fulton,WALK,5
22,Fulton,DRIVEALONEFREE,487
22,Fulton,KNR_PRMTRN,3
22,Fulton,PNR_ALLTRN,1
22,Fulton,SCHOOL_BUS,71
22,Fulton,SHARED2FREE,256
22,Fulton,SHARED3FREE,164
22,Fulton,TOTAL,987
22,Fulton,WALK,5
23,Fulton,DRIVEALONEFREE,90
23,Fulton,SCHOOL_BUS,7
23,Fulton,SHARED2FREE,45
23,Fulton,SHARED3FREE,22
23,Fulton,TOTAL,168
23,Fulton,WALK,4
24,Fulton,DRIVEALONEFREE,48
24,Fulton,SCHOOL_BUS,4
24,Fulton,SHARED2FREE,28
24,Fulton,SHARED3FREE,12
24,Fulton,TOTAL,93
24,Fulton,WALK,1
25,Fulton,BIKE,3
25,Fulton,DRIVEALONEFREE,815
25,Fulton,KNR_ALLTRN,1
25,Fulton,PNR_PRMTRN,2
25,Fulton,SCHOOL_BUS,34
25,Fulton,SHARED2FREE,353
25,Fulton,SHARED3FREE,287
25,Fulton,TOTAL,1517
25,Fulton,WALK,22
26,Fulton,BIKE,9
26,Fulton,DRIVEALONEFREE,1636
26,Fulton,KNR_ALLTRN,9
26,Fulton,KNR_PRMTRN,5
26,Fulton,PNR_ALLTRN,1
26,Fulton,PNR_PRMTRN,6
26,Fulton,SCHOOL_BUS,206
26,Fulton,SHARED2FREE,946
26,Fulton,SHARED3FREE,793
26,Fulton,TOTAL,3701
26,Fulton,WALK,90
27,Fulton,BIKE,1
27,Fulton,DRIVEALONEFREE,680
27,Fulton,KNR_ALLTRN,3
27,Fulton,KNR_PRMTRN,3
27,Fulton,PNR_ALLTRN,1
27,Fulton,PNR_PRMTRN,9
27,Fulton,SCHOOL_BUS,110
27,Fulton,SHARED2FREE,364
27,Fulton,SHARED3FREE,311
27,Fulton,TOTAL,1514
27,Fulton,WALK,32
28,Fulton,BIKE,3
28,Fulton,DRIVEALONEFREE,842
28,Fulton,KNR_PRMTRN,1
28,Fulton,PNR_PRMTRN,7
28,Fulton,SCHOOL_BUS,182
28,Fulton,SHARED2FREE,573
28,Fulton,SHARED3FREE,468
28,Fulton,TOTAL,2109
28,Fulton,WALK,33
29,Fulton,BIKE,2
29,Fulton,DRIVEALONEFREE,88
29,Fulton,SCHOOL_BUS,5
29,Fulton,SHARED2FREE,29
29,Fulton,SHARED3FREE,7
29,Fulton,TOTAL,132
29,Fulton,WALK,1
30,Fulton,BIKE,4
30,Fulton,DRIVEALONEFREE,1303
30,Fulton,KNR_ALLTRN,1
30,Fulton,KNR_PRMTRN,4
30,Fulton,PNR_PRMTRN,8
30,Fulton,SCHOOL_BUS,174
30,Fulton,SHARED2FREE,736
30,Fulton,SHARED3FREE,536
30,Fulton,TOTAL,2791
30,Fulton,WALK,25
31,Fulton,BIKE,1
31,Fulton,DRIVEALONEFREE,468
31,Fulton,KNR_ALLTRN,1
31,Fulton,KNR_PRMTRN,2
31,Fulton,PNR_ALLTRN,2
31,Fulton,PNR_PRMTRN,2
31,Fulton,SCHOOL_BUS,59
31,Fulton,SHARED2FREE,236
31,Fulton,SHARED3FREE,183
31,Fulton,TOTAL,957
31,Fulton,WALK,3
32,Fulton,BIKE,5
32,Fulton,DRIVEALONEFREE,1171
32,Fulton,KNR_PRMTRN,2
32,Fulton,PNR_PRMTRN,2
32,Fulton,SCHOOL_BUS,114
32,Fulton,SHARED2FREE,576
32,Fulton,SHARED3FREE,408
32,Fulton,TOTAL,2288
32,Fulton,WALK,10
33,Fulton,BIKE,1
33,Fulton,DRIVEALONEFREE,406
33,Fulton,KNR_ALLTRN,1
33,Fulton,PNR_PRMTRN,2
33,Fulton,SCHOOL_BUS,31
33,Fulton,SHARED2FREE,212
33,Fulton,SHARED3FREE,136
33,Fulton,TOTAL,793
33,Fulton,WALK,4
34,Fulton,DRIVEALONEFREE,685
34,Fulton,KNR_PRMTRN,3
34,Fulton,PNR_PRMTRN,6
34,Fulton,SCHOOL_BUS,78
34,Fulton,SHARED2FREE,333
34,Fulton,SHARED3FREE,239
34,Fulton,TOTAL,1353
34,Fulton,WALK,9
35,Fulton,BIKE,3
35,Fulton,DRIVEALONEFREE,669
35,Fulton,KNR_ALLTRN,2
35,Fulton,KNR_PRMTRN,3
35,Fulton,PNR_ALLTRN,1
35,Fulton,PNR_PRMTRN,8
35,Fulton,SCHOOL_BUS,92
35,Fulton,SHARED2FREE,358
35,Fulton,SHARED3FREE,270
35,Fulton,TOTAL,1409
35,Fulton,WALK,3
36,Fulton,BIKE,1
36,Fulton,DRIVEALONEFREE,706
36,Fulton,KNR_ALLTRN,2
36,Fulton,KNR_PRMTRN,3
36,Fulton,PNR_ALLTRN,1
36,Fulton,PNR_PRMTRN,5
36,Fulton,SCHOOL_BUS,91
36,Fulton,SHARED2FREE,342
36,Fulton,SHARED3FREE,304
36,Fulton,TOTAL,1465
36,Fulton,WALK,10
37,Fulton,DRIVEALONEFREE,121
37,Fulton,KNR_ALLTRN,1
37,Fulton,PNR_ALLTRN,1
37,Fulton,SCHOOL_BUS,6
37,Fulton,SHARED2FREE,47
37,Fulton,SHARED3FREE,25
37,Fulton,TOTAL,202
37,Fulton,WALK,1
38,Fulton,BIKE,4
38,Fulton,DRIVEALONEFREE,1297
38,Fulton,KNR_ALLTRN,2
38,Fulton,KNR_PRMTRN,7
38,Fulton,PNR_PRMTRN,11
38,Fulton,SCHOOL_BUS,165
38,Fulton,SHARED2FREE,680
38,Fulton,SHARED3FREE,517
38,Fulton,TOTAL,2713
38,Fulton,WALK,30
39,Fulton,BIKE,11
39,Fulton,DRIVEALONEFREE,2559
39,Fulton,KNR_ALLTRN,4
39,Fulton,KNR_PRMTRN,4
39,Fulton,PNR_ALLTRN,2
39,Fulton,PNR_PRMTRN,8
39,Fulton,SCHOOL_BUS,149
39,Fulton,SHARED2FREE,1123
39,Fulton,SHARED3FREE,721
39,Fulton,TOTAL,4690
39,Fulton,WALK,108
39,Fulton,WALK_ALLTRN,1
40,Fulton,BIKE,4
40,Fulton,DRIVEALONEFREE,727
40,Fulton,KNR_ALLTRN,2
40,Fulton,KNR_PRMTRN,3
40,Fulton,PNR_ALLTRN,2
40,Fulton,PNR_PRMTRN,3
40,Fulton,SCHOOL_BUS,63
40,Fulton,SHARED2FREE,353
40,Fulton,SHARED3FREE,242
40,Fulton,TOTAL,1406
40,Fulton,WALK,7
41,Fulton,BIKE,31
41,Fulton,DRIVEALONEFREE,3616
41,Fulton,KNR_ALLTRN,5
41,Fulton,KNR_PRMTRN,13
41,Fulton,PNR_PRMTRN,10
41,Fulton,SCHOOL_BUS,345
41,Fulton,SHARED2FREE,1602
41,Fulton,SHARED3FREE,990
41,Fulton,TOTAL,7006
41,Fulton,WALK,384
41,Fulton,WALK_ALLTRN,6
41,Fulton,WALK_PRMTRN,4
42,Fulton,BIKE,7
42,Fulton,DRIVEALONEFREE,1162
42,Fulton,KNR_ALLTRN,7
42,Fulton,KNR_PRMTRN,1
42,Fulton,SCHOOL_BUS,25
42,Fulton,SHARED2FREE,340
42,Fulton,SHARED3FREE,189
42,Fulton,TOTAL,1842
42,Fulton,WALK,105
42,Fulton,WALK_ALLTRN,6
43,Fulton,BIKE,4
43,Fulton,DRIVEALONEFREE,954
43,Fulton,KNR_ALLTRN,4
43,Fulton,KNR_PRMTRN,1
43,Fulton,SCHOOL_BUS,8
43,Fulton,SHARED2FREE,309
43,Fulton,SHARED3FREE,175
43,Fulton,TOTAL,1523
43,Fulton,WALK,63
43,Fulton,WALK_ALLTRN,5
44,Fulton,BIKE,4
44,Fulton,DRIVEALONEFREE,813
44,Fulton,KNR_ALLTRN,3
44,Fulton,KNR_PRMTRN,1
44,Fulton,PNR_PRMTRN,1
44,Fulton,SCHOOL_BUS,169
44,Fulton,SHARED2FREE,373
44,Fulton,SHARED3FREE,267
44,Fulton,TOTAL,1672
44,Fulton,WALK,37
44,Fulton,WALK_ALLTRN,4
45,Fulton,BIKE,20
45,Fulton,DRIVEALONEFREE,2520
45,Fulton,KNR_ALLTRN,10
45,Fulton,KNR_PRMTRN,7
45,Fulton,PNR_ALLTRN,2
45,Fulton,PNR_PRMTRN,10
45,Fulton,SCHOOL_BUS,280
45,Fulton,SHARED2FREE,1237
45,Fulton,SHARED3FREE,763
45,Fulton,TOTAL,5008
45,Fulton,WALK,137
45,Fulton,WALK_ALLTRN,21
45,Fulton,WALK_PRMTRN,1
46,Fulton,BIKE,6
46,Fulton,DRIVEALONEFREE,707
46,Fulton,SCHOOL_BUS,23
46,Fulton,SHARED2FREE,181
46,Fulton,SHARED3FREE,135
46,Fulton,TOTAL,1083
46,Fulton,WALK,22
46,Fulton,WALK_ALLTRN,9
47,Fulton,BIKE,5
47,Fulton,DRIVEALONEFREE,825
47,Fulton,KNR_ALLTRN,4
47,Fulton,SHARED2FREE,190
47,Fulton,SHARED3FREE,155
47,Fulton,TOTAL,1224
47,Fulton,WALK,35
47,Fulton,WALK_ALLTRN,10
48,Fulton,BIKE,12
48,Fulton,DRIVEALONEFREE,2122
48,Fulton,KNR_ALLTRN,2
48,Fulton,KNR_PRMTRN,6
48,Fulton,PNR_ALLTRN,4
48,Fulton,PNR_PRMTRN,15
48,Fulton,SCHOOL_BUS,199
48,Fulton,SHARED2FREE,973
48,Fulton,SHARED3FREE,687
48,Fulton,TOTAL,4070
48,Fulton,WALK,42
48,Fulton,WALK_ALLTRN,8
49,Fulton,BIKE,1
49,Fulton,DRIVEALONEFREE,180
49,Fulton,KNR_ALLTRN,1
49,Fulton,PNR_PRMTRN,3
49,Fulton,SCHOOL_BUS,24
49,Fulton,SHARED2FREE,84
49,Fulton,SHARED3FREE,57
49,Fulton,TOTAL,350
50,Fulton,BIKE,4
50,Fulton,DRIVEALONEFREE,725
50,Fulton,KNR_ALLTRN,3
50,Fulton,KNR_PRMTRN,3
50,Fulton,PNR_PRMTRN,5
50,Fulton,SCHOOL_BUS,75
50,Fulton,SHARED2FREE,344
50,Fulton,SHARED3FREE,204
50,Fulton,TOTAL,1371
50,Fulton,WALK,7
50,Fulton,WALK_ALLTRN,1
51,Fulton,BIKE,1
51,Fulton,DRIVEALONEFREE,186
51,Fulton,KNR_ALLTRN,2
51,Fulton,KNR_PRMTRN,3
51,Fulton,SCHOOL_BUS,19
51,Fulton,SHARED2FREE,107
51,Fulton,SHARED3FREE,46
51,Fulton,TOTAL,369
51,Fulton,WALK,5
52,Fulton,BIKE,29
52,Fulton,DRIVEALONEFREE,3555
52,Fulton,KNR_ALLTRN,10
52,Fulton,KNR_PRMTRN,8
52,Fulton,PNR_ALLTRN,1
52,Fulton,PNR_PRMTRN,17
52,Fulton,SCHOOL_BUS,714
52,Fulton,SHARED2FREE,2048
52,Fulton,SHARED3FREE,1634
52,Fulton,TOTAL,8267
52,Fulton,WALK,235
52,Fulton,WALK_ALLTRN,16
53,Fulton,BIKE,38
53,Fulton,DRIVEALONEFREE,3959
53,Fulton,KNR_ALLTRN,9
53,Fulton,KNR_PRMTRN,4
53,Fulton,PNR_ALLTRN,1
53,Fulton,PNR_PRMTRN,23
53,Fulton,SCHOOL_BUS,277
53,Fulton,SHARED2FREE,1706
53,Fulton,SHARED3FREE,1160
53,Fulton,TOTAL,7490
53,Fulton,WALK,262
53,Fulton,WALK_ALLTRN,51
54,Fulton,BIKE,24
54,Fulton,DRIVEALONEFREE,3953
54,Fulton,KNR_ALLTRN,14
54,Fulton,PNR_ALLTRN,4
54,Fulton,SCHOOL_BUS,66
54,Fulton,SHARED2FREE,1672
54,Fulton,SHARED3FREE,1240
54,Fulton,TOTAL,7252
54,Fulton,WALK,237
54,Fulton,WALK_ALLTRN,42
55,Fulton,BIKE,31
55,Fulton,DRIVEALONEFREE,3305
55,Fulton,KNR_ALLTRN,3
55,Fulton,KNR_PRMTRN,5
55,Fulton,PNR_ALLTRN,2
55,Fulton,PNR_PRMTRN,18
55,Fulton,SCHOOL_BUS,205
55,Fulton,SHARED2FREE,1277
55,Fulton,SHARED3FREE,772
55,Fulton,TOTAL,5970
55,Fulton,WALK,307
55,Fulton,WALK_ALLTRN,45
56,Fulton,BIKE,14
56,Fulton,DRIVEALONEFREE,2530
56,Fulton,KNR_ALLTRN,7
56,Fulton,KNR_PRMTRN,1
56,Fulton,PNR_PRMTRN,7
56,Fulton,SCHOOL_BUS,171
56,Fulton,SHARED2FREE,957
56,Fulton,SHARED3FREE,734
56,Fulton,TOTAL,4639
56,Fulton,WALK,191
56,Fulton,WALK_ALLTRN,27
57,Fulton,BIKE,11
57,Fulton,DRIVEALONEFREE,1465
57,Fulton,KNR_ALLTRN,8
57,Fulton,PNR_PRMTRN,1
57,Fulton,SCHOOL_BUS,4
57,Fulton,SHARED2FREE,557
57,Fulton,SHARED3FREE,363
57,Fulton,TOTAL,2519
57,Fulton,WALK,94
57,Fulton,WALK_ALLTRN,16
58,Fulton,BIKE,55
58,Fulton,DRIVEALONEFREE,7194
58,Fulton,KNR_ALLTRN,12
58,Fulton,KNR_PRMTRN,4
58,Fulton,PNR_ALLTRN,2
58,Fulton,PNR_PRMTRN,7
58,Fulton,SCHOOL_BUS,121
58,Fulton,SHARED2FREE,1950
58,Fulton,SHARED3FREE,1103
58,Fulton,TOTAL,10968
58,Fulton,WALK,506
58,Fulton,WALK_ALLTRN,14
59,Fulton,BIKE,35
59,Fulton,DRIVEALONEFREE,6608
59,Fulton,KNR_ALLTRN,27
59,Fulton,PNR_ALLTRN,2
59,Fulton,SHARED2FREE,1849
59,Fulton,SHARED3FREE,1320
59,Fulton,TOTAL,10318
59,Fulton,WALK,410
59,Fulton,WALK_ALLTRN,67
60,Fulton,BIKE,9
60,Fulton,DRIVEALONEFREE,1850
60,Fulton,KNR_ALLTRN,5
60,Fulton,SCHOOL_BUS,2
60,Fulton,SHARED2FREE,628
60,Fulton,SHARED3FREE,423
60,Fulton,TOTAL,3060
60,Fulton,WALK,127
60,Fulton,WALK_ALLTRN,16
61,Fulton,BIKE,88
61,Fulton,DRIVEALONEFREE,10478
61,Fulton,KNR_ALLTRN,9
61,Fulton,KNR_PRMTRN,4
61,Fulton,PNR_ALLTRN,3
61,Fulton,PNR_PRMTRN,15
61,Fulton,SCHOOL_BUS,398
61,Fulton,SHARED2FREE,2772
61,Fulton,SHARED3FREE,1588
61,Fulton,TOTAL,16062
61,Fulton,WALK,681
61,Fulton,WALK_ALLTRN,26
62,Fulton,BIKE,32
62,Fulton,DRIVEALONEFREE,2274
62,Fulton,KNR_ALLTRN,5
62,Fulton,KNR_PRMTRN,4
62,Fulton,PNR_ALLTRN,1
62,Fulton,PNR_PRMTRN,13
62,Fulton,SCHOOL_BUS,134
62,Fulton,SHARED2FREE,835
62,Fulton,SHARED3FREE,528
62,Fulton,TOTAL,4085
62,Fulton,WALK,202
62,Fulton,WALK_ALLTRN,57
63,Fulton,BIKE,15
63,Fulton,DRIVEALONEFREE,2260
63,Fulton,KNR_ALLTRN,11
63,Fulton,KNR_PRMTRN,3
63,Fulton,PNR_ALLTRN,2
63,Fulton,PNR_PRMTRN,4
63,Fulton,SCHOOL_BUS,62
63,Fulton,SHARED2FREE,499
63,Fulton,SHARED3FREE,271
63,Fulton,TOTAL,3310
63,Fulton,WALK,167
63,Fulton,WALK_ALLTRN,16
64,Fulton,BIKE,4
64,Fulton,DRIVEALONEFREE,843
64,Fulton,DRIVEALONEPAY,1
64,Fulton,KNR_ALLTRN,3
64,Fulton,SCHOOL_BUS,1
64,Fulton,SHARED2FREE,365
64,Fulton,SHARED3FREE,222
64,Fulton,TOTAL,1528
64,Fulton,WALK,76
64,Fulton,WALK_ALLTRN,13
65,Fulton,BIKE,4
65,Fulton,DRIVEALONEFREE,398
65,Fulton,KNR_ALLTRN,3
65,Fulton,SCHOOL_BUS,3
65,Fulton,SHARED2FREE,104
65,Fulton,SHARED3FREE,70
65,Fulton,TOTAL,603
65,Fulton,WALK,18
65,Fulton,WALK_ALLTRN,2
65,Fulton,WALK_PRMTRN,1
66,Fulton,BIKE,7
66,Fulton,DRIVEALONEFREE,1046
66,Fulton,KNR_ALLTRN,6
66,Fulton,SCHOOL_BUS,1
66,Fulton,SHARED2FREE,372
66,Fulton,SHARED3FREE,168
66,Fulton,TOTAL,1670
66,Fulton,WALK,60
66,Fulton,WALK_ALLTRN,10
67,Fulton,BIKE,18
67,Fulton,DRIVEALONEFREE,2430
67,Fulton,KNR_ALLTRN,20
67,Fulton,PNR_ALLTRN,1
67,Fulton,SCHOOL_BUS,2
67,Fulton,SHARED2FREE,927
67,Fulton,SHARED3FREE,552
67,Fulton,TOTAL,4147
67,Fulton,WALK,142
67,Fulton,WALK_ALLTRN,55
68,Fulton,BIKE,31
68,Fulton,DRIVEALONEFREE,4639
68,Fulton,KNR_ALLTRN,33
68,Fulton,KNR_PRMTRN,2
68,Fulton,PNR_ALLTRN,4
68,Fulton,PNR_PRMTRN,5
68,Fulton,SCHOOL_BUS,42
68,Fulton,SHARED2FREE,1662
68,Fulton,SHARED3FREE,1140
68,Fulton,TOTAL,7972
68,Fulton,WALK,300
68,Fulton,WALK_ALLTRN,114
69,Fulton,BIKE,86
69,Fulton,DRIVEALONEFREE,11516
69,Fulton,KNR_ALLTRN,70
69,Fulton,PNR_ALLTRN,21
69,Fulton,SCHOOL_BUS,3
69,Fulton,SHARED2FREE,3598
69,Fulton,SHARED3FREE,2148
69,Fulton,TOTAL,18322
69,Fulton,WALK,678
69,Fulton,WALK_ALLTRN,202
70,Fulton,BIKE,30
70,Fulton,DRIVEALONEFREE,4897
70,Fulton,KNR_ALLTRN,41
70,Fulton,KNR_PRMTRN,9
70,Fulton,PNR_ALLTRN,5
70,Fulton,PNR_PRMTRN,9
70,Fulton,SCHOOL_BUS,33
70,Fulton,SHARED2FREE,1264
70,Fulton,SHARED3FREE,675
70,Fulton,TOTAL,7249
70,Fulton,WALK,243
70,Fulton,WALK_ALLTRN,40
70,Fulton,WALK_PRMTRN,3
71,Fulton,BIKE,40
71,Fulton,DRIVEALONEFREE,4918
71,Fulton,KNR_ALLTRN,18
71,Fulton,KNR_PRMTRN,1
71,Fulton,PNR_ALLTRN,2
71,Fulton,PNR_PRMTRN,11
71,Fulton,SCHOOL_BUS,68
71,Fulton,SHARED2FREE,1322
71,Fulton,SHARED3FREE,720
71,Fulton,TOTAL,7617
71,Fulton,WALK,458
71,Fulton,WALK_ALLTRN,59
72,Fulton,BIKE,5
72,Fulton,DRIVEALONEFREE,450
72,Fulton,PNR_PRMTRN,3
72,Fulton,SCHOOL_BUS,6
72,Fulton,SHARED2FREE,114
72,Fulton,SHARED3FREE,66
72,Fulton,TOTAL,667
72,Fulton,WALK,20
72,Fulton,WALK_ALLTRN,3
73,Fulton,BIKE,33
73,Fulton,DRIVEALONEFREE,1734
73,Fulton,KNR_ALLTRN,5
73,Fulton,KNR_PRMTRN,6
73,Fulton,PNR_ALLTRN,1
73,Fulton,PNR_PRMTRN,10
73,Fulton,SCHOOL_BUS,118
73,Fulton,SHARED2FREE,691
73,Fulton,SHARED3FREE,410
73,Fulton,TOTAL,3192
73,Fulton,WALK,158
73,Fulton,WALK_ALLTRN,26
74,Fulton,BIKE,15
74,Fulton,DRIVEALONEFREE,1742
74,Fulton,KNR_ALLTRN,14
74,Fulton,SHARED2FREE,420
74,Fulton,SHARED3FREE,200
74,Fulton,TOTAL,2531
74,Fulton,WALK,101
74,Fulton,WALK_ALLTRN,39
75,Fulton,BIKE,26
75,Fulton,DRIVEALONEFREE,3098
75,Fulton,KNR_ALLTRN,9
75,Fulton,KNR_PRMTRN,11
75,Fulton,PNR_ALLTRN,1
75,Fulton,PNR_PRMTRN,25
75,Fulton,SCHOOL_BUS,309
75,Fulton,SHARED2FREE,1329
75,Fulton,SHARED3FREE,914
75,Fulton,TOTAL,6072
75,Fulton,WALK,327
75,Fulton,WALK_ALLTRN,21
75,Fulton,WALK_PRMTRN,2
76,Fulton,BIKE,16
76,Fulton,DRIVEALONEFREE,3870
76,Fulton,KNR_ALLTRN,2
76,Fulton,KNR_PRMTRN,9
76,Fulton,PNR_ALLTRN,1
76,Fulton,PNR_PRMTRN,4
76,Fulton,SHARED2FREE,1026
76,Fulton,SHARED3FREE,662
76,Fulton,TOTAL,5814
76,Fulton,WALK,196
76,Fulton,WALK_ALLTRN,16
76,Fulton,WALK_PRMTRN,12
77,Fulton,BIKE,74
