ORIG,DEST,WRKSOV,WRKHOV,WRKTRN,NWKSOV,NWKHOV,NWKTRN,ALLSOV,ALLHOV,ALLTRN,WRKALL,NWKALL,ALLALL
      1.00,    143.00,  14632.00,   2748.00,     51.00,  15585.00,  33419.00,     79.00,  30217.00,  36167.00,    130.00,  17431.00,  49083.00,  66514.00
      1.00,    151.00,    290.00,     50.00,         0,     54.00,    179.00,         0,    344.00,    229.00,         0,    340.00,    233.00,    573.00
      1.00,    152.00,    695.00,    119.00,         0,    121.00,    313.00,         0,    816.00,    432.00,         0,    814.00,    434.00,   1248.00
      1.00,    153.00,    874.00,    130.00,         0,    151.00,    348.00,      1.00,   1025.00,    478.00,      1.00,   1004.00,    500.00,   1504.00
      1.00,    163.00,     91.00,     16.00,      1.00,     15.00,     32.00,         0,    106.00,     48.00,      1.00,    108.00,     47.00,    155.00
      1.00,    164.00,     10.00,         0,         0,      4.00,      1.00,         0,     14.00,      1.00,         0,     10.00,      5.00,     15.00
      1.00,    171.00,    120.00,     21.00,         0,     21.00,     43.00,         0,    141.00,     64.00,         0,    141.00,     64.00,    205.00
      1.00,    172.00,     20.00,      4.00,         0,      8.00,     11.00,         0,     28.00,     15.00,         0,     24.00,     19.00,     43.00
      1.00,    173.00,    240.00,     34.00,         0,     47.00,    115.00,         0,    287.00,    149.00,         0,    274.00,    162.00,    436.00
      1.00,    181.00,      2.00,      1.00,         0,      3.00,     25.00,         0,      5.00,     26.00,         0,      3.00,     28.00,     31.00
      1.00,    182.00,      3.00,         0,         0,      1.00,         0,         0,      4.00,         0,         0,      3.00,      1.00,      4.00
      1.00,    191.00,    207.00,     27.00,      1.00,     37.00,     49.00,         0,    244.00,     76.00,      1.00,    235.00,     86.00,    321.00
      1.00,    192.00,     97.00,     12.00,         0,     20.00,     47.00,         0,    117.00,     59.00,         0,    109.00,     67.00,    176.00
      2.00,      1.00,  18071.00,   3396.00,    171.00,  21166.00,  46828.00,    358.00,  39237.00,  50224.00,    529.00,  21638.00,  68352.00,  89990.00
      2.00,      2.00,  27785.00,   4997.00,    235.00,  55351.00, 110140.00,    380.00,  83136.00, 115137.00,    615.00,  33017.00, 165871.00, 198888.00
      2.00,      3.00,   7189.00,   1287.00,    229.00,   6182.00,  13419.00,    246.00,  13371.00,  14706.00,    475.00,   8705.00,  19847.00,  28552.00
      2.00,      4.00,   2331.00,    370.00,    268.00,    465.00,   1373.00,    104.00,   2796.00,   1743.00,    372.00,   2969.00,   1942.00,   4911.00
      2.00,      5.00,    341.00,     69.00,     23.00,     55.00,     86.00,      4.00,    396.00,    155.00,     27.00,    433.00,    145.00,    578.00
      2.00,      6.00,   1226.00,    233.00,    287.00,    208.00,    610.00,    121.00,   1434.00,    843.00,    408.00,   1746.00,    939.00,   2685.00
      2.00,      7.00,    211.00,     71.00,     34.00,     52.00,     67.00,     17.00,    263.00,    138.00,     51.00,    316.00,    136.00,    452.00
      2.00,      8.00,    725.00,    126.00,    571.00,     97.00,    244.00,    145.00,    822.00,    370.00,    716.00,   1422.00,    486.00,   1908.00
      2.00,      9.00,    211.00,     53.00,     25.00,     40.00,    120.00,     13.00,    251.00,    173.00,     38.00,    289.00,    173.00,    462.00
      2.00,     10.00,     63.00,      7.00,         0,      9.00,     32.00,      1.00,     72.00,     39.00,      1.00,     70.00,     42.00,    112.00
      2.00,     11.00,    212.00,     59.00,     23.00,     16.00,     27.00,         0,    228.00,     86.00,     23.00,    294.00,     43.00,    337.00
      2.00,     12.00,     64.00,     22.00,     10.00,     16.00,     13.00,         0,     80.00,     35.00,     10.00,     96.00,     29.00,    125.00
      2.00,     15.00,    185.00,     31.00,         0,     58.00,    165.00,         0,    243.00,    196.00,         0,    216.00,    223.00,    439.00
      2.00,     16.00,    107.00,     21.00,         0,     41.00,     84.00,         0,    148.00,    105.00,         0,    128.00,    125.00,    253.00
      2.00,     17.00,   2089.00,    336.00,      3.00,    967.00,   3117.00,      1.00,   3056.00,   3453.00,      4.00,   2428.00,   4085.00,   6513.00
      2.00,     18.00,   2497.00,    447.00,      3.00,   1531.00,   3766.00,      1.00,   4028.00,   4213.00,      4.00,   2947.00,   5298.00,   8245.00
      2.00,     21.00,     76.00,     22.00,     33.00,      5.00,     33.00,         0,     81.00,     55.00,     33.00,    131.00,     38.00,    169.00
      2.00,     22.00,    103.00,     25.00,      4.00,     27.00,     25.00,      4.00,    130.00,     50.00,      8.00,    132.00,     56.00,    188.00
      2.00,     23.00,     58.00,     20.00,      8.00,     11.00,     29.00,      1.00,     69.00,     49.00,      9.00,     86.00,     41.00,    127.00
      2.00,     24.00,     50.00,     16.00,      1.00,      5.00,     39.00,         0,     55.00,     55.00,      1.00,     67.00,     44.00,    111.00
      2.00,     31.00,   1336.00,    235.00,      3.00,    494.00,   1044.00,     43.00,   1830.00,   1279.00,     46.00,   1574.00,   1581.00,   3155.00
      2.00,     32.00,   5990.00,   1032.00,     10.00,   6720.00,  16275.00,     13.00,  12710.00,  17307.00,     23.00,   7032.00,  23008.00,  30040.00
      2.00,     33.00,    224.00,     46.00,         0,     56.00,    112.00,         0,    280.00,    158.00,         0,    270.00,    168.00,    438.00
      2.00,     34.00,    872.00,    171.00,      4.00,    378.00,    618.00,     23.00,   1250.00,    789.00,     27.00,   1047.00,   1019.00,   2066.00
      2.00,     35.00,   1759.00,    286.00,     30.00,    558.00,   1399.00,     16.00,   2317.00,   1685.00,     46.00,   2075.00,   1973.00,   4048.00
      2.00,     36.00,    261.00,     61.00,      6.00,     85.00,    215.00,      1.00,    346.00,    276.00,      7.00,    328.00,    301.00,    629.00
      2.00,     41.00,   4034.00,    707.00,    141.00,   2302.00,   5990.00,    105.00,   6336.00,   6697.00,    246.00,   4882.00,   8397.00,  13279.00
      2.00,     43.00,    756.00,    129.00,     38.00,    189.00,    805.00,     40.00,    945.00,    934.00,     78.00,    923.00,   1034.00,   1957.00
      2.00,     44.00,   1026.00,    180.00,     12.00,    404.00,   1146.00,      9.00,   1430.00,   1326.00,     21.00,   1218.00,   1559.00,   2777.00
      2.00,     45.00,     73.00,     15.00,     11.00,     13.00,     81.00,      2.00,     86.00,     96.00,     13.00,     99.00,     96.00,    195.00
      2.00,     46.00,     94.00,     17.00,     15.00,     24.00,     44.00,      7.00,    118.00,     61.00,     22.00,    126.00,     75.00,    201.00
      2.00,     47.00,    170.00,     41.00,     12.00,     39.00,    104.00,      2.00,    209.00,    145.00,     14.00,    223.00,    145.00,    368.00
      2.00,     48.00,    203.00,     38.00,      8.00,     57.00,     69.00,      1.00,    260.00,    107.00,      9.00,    249.00,    127.00,    376.00
      2.00,     49.00,    179.00,     27.00,      1.00,     33.00,    129.00,      1.00,    212.00,    156.00,      2.00,    207.00,    163.00,    370.00
      2.00,     51.00,     39.00,     12.00,         0,     10.00,     24.00,         0,     49.00,     36.00,         0,     51.00,     34.00,     85.00
      2.00,     52.00,     80.00,     13.00,      2.00,     26.00,     73.00,         0,    106.00,     86.00,      2.00,     95.00,     99.00,    194.00
      2.00,     61.00,     14.00,      1.00,         0,      6.00,      7.00,         0,     20.00,      8.00,         0,     15.00,     13.00,     28.00
      2.00,     62.00,     29.00,      5.00,         0,      8.00,     46.00,         0,     37.00,     51.00,         0,     34.00,     54.00,     88.00
      2.00,     71.00,   1166.00,    214.00,      2.00,    294.00,    752.00,         0,   1460.00,    966.00,      2.00,   1382.00,   1046.00,   2428.00
      2.00,     72.00,   2329.00,    427.00,      4.00,   1271.00,   3204.00,      3.00,   3600.00,   3631.00,      7.00,   2760.00,   4478.00,   7238.00
      2.00,     73.00,    285.00,     56.00,      1.00,     47.00,    198.00,         0,    332.00,    254.00,      1.00,    342.00,    245.00,    587.00
      2.00,     74.00,   5020.00,    959.00,     19.00,   4349.00,   9467.00,     14.00,   9369.00,  10426.00,     33.00,   5998.00,  13830.00,  19828.00
      2.00,     75.00,    480.00,     83.00,      1.00,    221.00,    461.00,      1.00,    701.00,    544.00,      2.00,    564.00,    683.00,   1247.00
      2.00,     76.00,    330.00,     43.00,         0,     55.00,    155.00,         0,    385.00,    198.00,         0,    373.00,    210.00,    583.00
      2.00,     81.00,     48.00,      9.00,         0,     11.00,     25.00,         0,     59.00,     34.00,         0,     57.00,     36.00,     93.00
      2.00,     82.00,     21.00,      8.00,         0,      9.00,      5.00,         0,     30.00,     13.00,         0,     29.00,     14.00,     43.00
      2.00,     83.00,     35.00,     12.00,         0,     16.00,     27.00,         0,     51.00,     39.00,         0,     47.00,     43.00,     90.00
      2.00,     91.00,     40.00,     10.00,         0,      4.00,     13.00,         0,     44.00,     23.00,         0,     50.00,     17.00,     67.00
      2.00,     92.00,     40.00,      6.00,         0,     18.00,     19.00,         0,     58.00,     25.00,         0,     46.00,     37.00,     83.00
      2.00,    101.00,     96.00,     15.00,         0,     18.00,     40.00,         0,    114.00,     55.00,         0,    111.00,     58.00,    169.00
      2.00,    102.00,     82.00,     13.00,         0,     11.00,     28.00,         0,     93.00,     41.00,         0,     95.00,     39.00,    134.00
      2.00,    111.00,     26.00,      2.00,         0,     11.00,     53.00,         0,     37.00,     55.00,         0,     28.00,     64.00,     92.00
      2.00,    112.00,     43.00,      8.00,         0,     12.00,     58.00,         0,     55.00,     66.00,         0,     51.00,     70.00,    121.00
      2.00,    113.00,     59.00,      4.00,         0,     18.00,     20.00,         0,     77.00,     24.00,         0,     63.00,     38.00,    101.00
      2.00,    114.00,    172.00,     33.00,         0,     38.00,     82.00,         0,    210.00,    115.00,         0,    205.00,    120.00,    325.00
      2.00,    121.00,     12.00,         0,         0,      2.00,     19.00,         0,     14.00,     19.00,         0,     12.00,     21.00,     33.00
      2.00,    122.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,    123.00,      5.00,         0,         0,      1.00,      1.00,         0,      6.00,      1.00,         0,      5.00,      2.00,      7.00
      2.00,    124.00,      3.00,         0,         0,         0,     25.00,         0,      3.00,     25.00,         0,      3.00,     25.00,     28.00
      2.00,    131.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
      2.00,    132.00,     12.00,      4.00,         0,     10.00,     25.00,         0,     22.00,     29.00,         0,     16.00,     35.00,     51.00
      2.00,    133.00,      1.00,         0,         0,         0,         0,         0,      1.00,         0,         0,      1.00,         0,      1.00
      2.00,    134.00,      1.00,         0,         0,         0,      1.00,         0,      1.00,      1.00,         0,      1.00,      1.00,      2.00
      2.00,    141.00,    730.00,    127.00,      1.00,    153.00,    417.00,         0,    883.00,    544.00,      1.00,    858.00,    570.00,   1428.00
      2.00,    142.00,   2228.00,    394.00,      1.00,    638.00,   1915.00,         0,   2866.00,   2309.00,      1.00,   2623.00,   2553.00,   5176.00
      2.00,    143.00,   2130.00,    384.00,      3.00,   1186.00,   3006.00,      4.00,   3316.00,   3390.00,      7.00,   2517.00,   4196.00,   6713.00
      2.00,    151.00,     67.00,     14.00,         0,     23.00,     93.00,         0,     90.00,    107.00,         0,     81.00,    116.00,    197.00
      2.00,    152.00,    168.00,     37.00,         0,     36.00,    116.00,         0,    204.00,    153.00,         0,    205.00,    152.00,    357.00
      2.00,    153.00,    206.00,     33.00,         0,     31.00,    104.00,         0,    237.00,    137.00,         0,    239.00,    135.00,    374.00
      2.00,    163.00,     47.00,      6.00,         0,      7.00,     19.00,         0,     54.00,     25.00,         0,     53.00,     26.00,     79.00
      2.00,    164.00,      2.00,      1.00,         0,         0,      1.00,         0,      2.00,      2.00,         0,      3.00,      1.00,      4.00
      2.00,    171.00,    106.00,     15.00,         0,     23.00,     47.00,         0,    129.00,     62.00,         0,    121.00,     70.00,    191.00
      2.00,    172.00,     13.00,      1.00,         0,     10.00,     14.00,         0,     23.00,     15.00,         0,     14.00,     24.00,     38.00
      2.00,    173.00,    212.00,     41.00,         0,     34.00,     45.00,         0,    246.00,     86.00,         0,    253.00,     79.00,    332.00
      2.00,    181.00,      6.00,      1.00,         0,      3.00,     21.00,         0,      9.00,     22.00,         0,      7.00,     24.00,     31.00
      2.00,    182.00,      7.00,      2.00,         0,         0,         0,         0,      7.00,      2.00,         0,      9.00,         0,      9.00
      2.00,    191.00,     71.00,     14.00,         0,     14.00,     46.00,         0,     85.00,     60.00,         0,     85.00,     60.00,    145.00
      2.00,    192.00,     33.00,      4.00,         0,      7.00,     16.00,         0,     40.00,     20.00,         0,     37.00,     23.00,     60.00
      3.00,      1.00,   7232.00,   1270.00,    304.00,   2701.00,   6210.00,    143.00,   9933.00,   7480.00,    447.00,   8806.00,   9054.00,  17860.00
      3.00,      2.00,   7620.00,   1325.00,    236.00,   6268.00,  13594.00,    276.00,  13888.00,  14919.00,    512.00,   9181.00,  20138.00,  29319.00
      3.00,      3.00,  45859.00,   7365.00,   1335.00,  78570.00,  94111.00,   1557.00, 124429.00, 101476.00,   2892.00,  54559.00, 174238.00, 228797.00
      3.00,      4.00,  10895.00,   1583.00,   1042.00,   7991.00,  12761.00,    520.00,  18886.00,  14344.00,   1562.00,  13520.00,  21272.00,  34792.00
      3.00,      5.00,   1628.00,    308.00,    334.00,    498.00,    858.00,     81.00,   2126.00,   1166.00,    415.00,   2270.00,   1437.00,   3707.00
      3.00,      6.00,   4908.00,    751.00,   1374.00,   1402.00,   2284.00,    356.00,   6310.00,   3035.00,   1730.00,   7033.00,   4042.00,  11075.00
      3.00,      7.00,   1318.00,    267.00,    433.00,    232.00,    315.00,     97.00,   1550.00,    582.00,    530.00,   2018.00,    644.00,   2662.00
      3.00,      8.00,   2517.00,    496.00,   1930.00,    515.00,   1049.00,    377.00,   3032.00,   1545.00,   2307.00,   4943.00,   1941.00,   6884.00
      3.00,      9.00,   1044.00,    280.00,    439.00,    156.00,    350.00,     69.00,   1200.00,    630.00,    508.00,   1763.00,    575.00,   2338.00
      3.00,     10.00,    465.00,     74.00,     35.00,     66.00,    130.00,      2.00,    531.00,    204.00,     37.00,    574.00,    198.00,    772.00
      3.00,     11.00,    791.00,    217.00,    310.00,     81.00,    183.00,     23.00,    872.00,    400.00,    333.00,   1318.00,    287.00,   1605.00
      3.00,     12.00,    510.00,    118.00,    111.00,     63.00,     84.00,     18.00,    573.00,    202.00,    129.00,    739.00,    165.00,    904.00
      3.00,     15.00,    202.00,     22.00,      1.00,     43.00,    131.00,      1.00,    245.00,    153.00,      2.00,    225.00,    175.00,    400.00
      3.00,     16.00,     94.00,     14.00,         0,     18.00,    105.00,         0,    112.00,    119.00,         0,    108.00,    123.00,    231.00
      3.00,     17.00,   1337.00,    232.00,      4.00,    318.00,    696.00,      9.00,   1655.00,    928.00,     13.00,   1573.00,   1023.00,   2596.00
      3.00,     18.00,   1809.00,    307.00,     10.00,    408.00,    860.00,      5.00,   2217.00,   1167.00,     15.00,   2126.00,   1273.00,   3399.00
      3.00,     21.00,    255.00,     69.00,    171.00,     28.00,     29.00,      7.00,    283.00,     98.00,    178.00,    495.00,     64.00,    559.00
      3.00,     22.00,    527.00,    155.00,     68.00,     49.00,    122.00,     12.00,    576.00,    277.00,     80.00,    750.00,    183.00,    933.00
      3.00,     23.00,    361.00,    126.00,     91.00,     44.00,     91.00,     16.00,    405.00,    217.00,    107.00,    578.00,    151.00,    729.00
      3.00,     24.00,    315.00,     91.00,     33.00,     45.00,     56.00,      1.00,    360.00,    147.00,     34.00,    439.00,    102.00,    541.00
      3.00,     31.00,   2712.00,    419.00,     36.00,    492.00,    871.00,     16.00,   3204.00,   1290.00,     52.00,   3167.00,   1379.00,   4546.00
      3.00,     32.00,   7482.00,   1308.00,     70.00,   5757.00,  12109.00,     54.00,  13239.00,  13417.00,    124.00,   8860.00,  17920.00,  26780.00
      3.00,     33.00,    821.00,    122.00,     12.00,    157.00,    337.00,      5.00,    978.00,    459.00,     17.00,    955.00,    499.00,   1454.00
      3.00,     34.00,   1726.00,    288.00,     22.00,    808.00,   1064.00,     21.00,   2534.00,   1352.00,     43.00,   2036.00,   1893.00,   3929.00
      3.00,     35.00,   8107.00,   1280.00,    131.00,   6150.00,   8884.00,     88.00,  14257.00,  10164.00,    219.00,   9518.00,  15122.00,  24640.00
      3.00,     36.00,   1915.00,    387.00,     75.00,    616.00,   1331.00,     10.00,   2531.00,   1718.00,     85.00,   2377.00,   1957.00,   4334.00
      3.00,     41.00,  19649.00,   3245.00,    775.00,  26415.00,  35373.00,    586.00,  46064.00,  38618.00,   1361.00,  23669.00,  62374.00,  86043.00
      3.00,     43.00,   2916.00,    443.00,    224.00,   1026.00,   2084.00,    103.00,   3942.00,   2527.00,    327.00,   3583.00,   3213.00,   6796.00
      3.00,     44.00,   3870.00,    714.00,    213.00,   1534.00,   2730.00,     86.00,   5404.00,   3444.00,    299.00,   4797.00,   4350.00,   9147.00
      3.00,     45.00,    549.00,     70.00,    136.00,    104.00,    159.00,     34.00,    653.00,    229.00,    170.00,    755.00,    297.00,   1052.00
      3.00,     46.00,    500.00,     76.00,    117.00,     93.00,    162.00,     36.00,    593.00,    238.00,    153.00,    693.00,    291.00,    984.00
      3.00,     47.00,   1199.00,    225.00,    233.00,    144.00,    368.00,     22.00,   1343.00,    593.00,    255.00,   1657.00,    534.00,   2191.00
      3.00,     48.00,   1224.00,    244.00,    167.00,    180.00,    312.00,     54.00,   1404.00,    556.00,    221.00,   1635.00,    546.00,   2181.00
      3.00,     49.00,    903.00,    173.00,     84.00,    113.00,    257.00,     62.00,   1016.00,    430.00,    146.00,   1160.00,    432.00,   1592.00
      3.00,     51.00,    330.00,     67.00,     11.00,     61.00,     96.00,      3.00,    391.00,    163.00,     14.00,    408.00,    160.00,    568.00
      3.00,     52.00,    544.00,    100.00,     23.00,     89.00,    186.00,     10.00,    633.00,    286.00,     33.00,    667.00,    285.00,    952.00
      3.00,     61.00,     93.00,     18.00,      4.00,     29.00,     27.00,      1.00,    122.00,     45.00,      5.00,    115.00,     57.00,    172.00
      3.00,     62.00,    131.00,     40.00,      9.00,     26.00,     49.00,      1.00,    157.00,     89.00,     10.00,    180.00,     76.00,    256.00
      3.00,     71.00,   1697.00,    253.00,     28.00,    289.00,    552.00,     12.00,   1986.00,    805.00,     40.00,   1978.00,    853.00,   2831.00
      3.00,     72.00,   3199.00,    513.00,     59.00,    748.00,   1432.00,     60.00,   3947.00,   1945.00,    119.00,   3771.00,   2240.00,   6011.00
      3.00,     73.00,    630.00,     98.00,      4.00,    110.00,    149.00,      8.00,    740.00,    247.00,     12.00,    732.00,    267.00,    999.00
      3.00,     74.00,   5715.00,   1065.00,    101.00,   3809.00,   7037.00,    107.00,   9524.00,   8102.00,    208.00,   6881.00,  10953.00,  17834.00
